Concept	Form	Year	Register	Author	AuthorGender	Source	Text	sentiment	confidence	Sentiment_Neutral	Sentiment_Positive	Gender	ConceptPair
daughter	女儿	1995	NEWS	凌德权	M	XIN	这次爆炸发生在人烟稀少的地区,但附近一些民房遭到严重损坏,一对夫妇及其女儿受伤。	Negative	0.966664254665375	No	No	Female	Child
son	儿子	1995	NEWS	张淑英	F	XIN	《远方飞来的鸽子》以世乒赛为背景,围绕着天津市的3个孩子与一只放飞丢失两年之久的英国赛鸽及主人、英国乒乓球教练9岁的残疾儿子之间所发生的感人故事,展示了天津儿童的崇高思想境界,同时也展现出天津人作为世乒赛东道主的时代风采。	Neutral	0.8909991979599	Yes	NA	Male	Child
mother	妈妈	1995	NEWS	蔡拥军	M	XIN	两个女儿只好多让老人照顾,小女儿有一次求着妈妈带她出去玩,郭玲华指着墙上的奖状告诉女儿:“妈妈是劳模,在工厂要带头干活啊!”小女儿说:“我不要奖状,我要妈妈!”第二天就将奖状藏到了床底下。	Positive	0.805490851402283	No	Yes	Female	Parent
daughter	女儿	1995	NEWS	蔡拥军	M	XIN	两个女儿只好多让老人照顾,小女儿有一次求着妈妈带她出去玩,郭玲华指着墙上的奖状告诉女儿:“妈妈是劳模,在工厂要带头干活啊!”小女儿说:“我不要奖状,我要妈妈!”第二天就将奖状藏到了床底下。	Neutral	0.70564877986908	Yes	NA	Female	Child
mother	妈妈	1995	NEWS	蔡拥军	M	XIN	现在女儿大了,懂事了,也理解了妈妈。	Positive	0.975981652736664	No	Yes	Female	Parent
daughter	女儿	1995	NEWS	蔡拥军	M	XIN	现在女儿大了,懂事了,也理解了妈妈。	Positive	0.996420383453369	No	Yes	Female	Child
daughter	女儿	1995	NEWS	蔡拥军	M	XIN	郭玲华和爱人结婚20周年前夕,两个女儿把藏起来的奖状、奖章都翻了出来,还逼着全家去照纪念照。	Positive	0.904483616352081	No	Yes	Female	Child
father	爸爸	1995	NEWS	储学军	M	XIN	两岁的小女儿因无人照料,哭着跑出来找爸爸,不幸掉进池塘淹死。	Neutral	0.81919926404953	Yes	NA	Male	Parent
daughter	女儿	1995	NEWS	储学军	M	XIN	两岁的小女儿因无人照料,哭着跑出来找爸爸,不幸掉进池塘淹死。	Negative	0.962648868560791	No	No	Female	Child
son	儿子	1995	NEWS	储学军	M	XIN	大学毕业回家等待分配的儿子染病卧床,他没时间仔细料理,结果因耽误了治疗期而病故。	Negative	0.990631818771362	No	No	Male	Child
husband	丈夫	1995	NEWS	周锡生	M	XIN	20多年来,她和同在一起工作的丈夫格里芬一起,在条件艰苦的渔村小学为当地渔民们培养了一批又一批的学生。	Neutral	0.582283318042755	Yes	NA	Male	Spouse
mother	母亲	1995	NEWS	李强	M	XIN	她是一个杰出的运动员、母亲和教练。	Positive	0.998912572860718	No	Yes	Female	Parent
mother	母亲	1995	NEWS	武彩霞	F	XIN	回到家,她向母亲哭着说不愿去纺织厂工作了。	Negative	0.95696085691452	No	No	Female	Parent
mother	母亲	1995	NEWS	武彩霞	F	XIN	她的母亲――新疆第一代少数民族纺织女工,1964年曾以全国优秀团员代表的名义去北京接受毛主席的接见。	Positive	0.919323205947876	No	Yes	Female	Parent
mother	母亲	1995	NEWS	武彩霞	F	XIN	她没有安慰木尼热,只是拿出珍藏多年的和毛主席等国家第一代领导人的合影像片严肃地告诉木尼热:“我们维吾尔族姑娘的美不在衣裳而在心灵,只有成为技术标兵才能象‘阿塔’(母亲)一样去北京。	Positive	0.923618316650391	No	Yes	Female	Parent
mother	母亲	1995	NEWS	武彩霞	F	XIN	母亲的光荣成了木尼热追求的目标。	Positive	0.992180824279785	No	Yes	Female	Parent
daughter	女儿	1995	NEWS	张奇志	M	XIN	5月6日上午10点,朱朝晖和李桂英夫妻俩牵着他们4岁的女儿,满脸兴奋地走出杭州火车站。	Positive	0.957608580589294	No	Yes	Female	Child
mother	母亲	1995	NEWS	刘海民	M	XIN	青岛市第八人民医院去年10月底收治了一名外地来的阑尾患儿,患儿的母亲又是个残疾人,经济上非常困难,但医院还是热情地接待了这位小患者,免费为其做了手术,并给予了精心照料。	Neutral	0.709527254104614	Yes	NA	Female	Parent
wife	妻子	1995	NEWS	张学全	M	XIN	最近他又动员在美留学的妻子回沪工作。	Positive	0.874258279800415	No	Yes	Female	Spouse
mother	母亲	1995	NEWS	王志根	M	XIN	澳门政府和居民今天举行各种活动,庆祝母亲节。	Positive	0.997695624828339	No	Yes	Female	Parent
mother	母亲	1995	NEWS	王志根	M	XIN	澳门工会联合总会今天在澳门工人体育场举办我爱妈咪表敬意礼品展,展出由澳门各工会职工和家属制作的工艺品、插花、编织、服装等600多件礼品,表达对母亲的敬意。	Positive	0.997891128063202	No	Yes	Female	Parent
mother	母亲	1995	NEWS	王志根	M	XIN	一些歌手在展览现场献歌赞颂母爱;许多小朋友现场制作人造康乃馨花送给母亲。	Positive	0.954193592071533	No	Yes	Female	Parent
mother	母亲	1995	NEWS	王志根	M	XIN	澳门市政厅今天也举办一连串活动,庆祝母亲节。	Positive	0.998456001281738	No	Yes	Female	Parent
mother	母亲	1995	NEWS	王志根	M	XIN	下午二时,澳门“第七届母亲节儿童少年征文、贺咭设计比赛优胜作品展”在市中心开幕,展出了200多名儿童亲手绘制的母亲节贺咭。	Positive	0.935991048812866	No	Yes	Female	Parent
mother	母亲	1995	NEWS	王志根	M	XIN	晚上,澳门市政厅举办“春晖暖濠江”母亲节之夜。	Positive	0.808989822864532	No	Yes	Female	Parent
mother	母亲	1995	NEWS	王志根	M	XIN	许多青年购买象征对母亲尊敬的康乃馨花等礼品献给老人,还有人陪同父母去餐厅喝早茶或进午餐,共享天伦之乐。	Positive	0.9879070520401	No	Yes	Female	Parent
mother	母亲	1995	NEWS	翟景升	M	XIN	世界银行的这份报告是在世界部分国家和地区庆祝母亲节之际发表的。	Positive	0.907484710216522	No	Yes	Female	Parent
mother	母亲	1995	NEWS	翟景升	M	XIN	确保母亲安全计划。	Positive	0.775690674781799	No	Yes	Female	Parent
mother	母亲	1995	NEWS	翟景升	M	XIN	这是世界银行、世界卫生组织、联合国开发署、联合国人口基金和联合国儿童基金会等国际机构于1987年共同发起的一项国际活动,旨在通过加强以社区为基础的卫生服务设施,减少发展中国家妇女在生育时造成的死亡率,并力争到2000年世界范围母亲生育时的死亡率减少五分之一。	Positive	0.891655445098877	No	Yes	Female	Parent
mother	母亲	1995	NEWS	翟景升	M	XIN	世界银行支持巴基斯坦政府推行计划生育政策,提高医疗卫生服务质量和积极参与私人医疗单位确保母亲安全的项目。	Positive	0.641116499900818	No	Yes	Female	Parent
mother	母亲	1995	NEWS	翟景升	M	XIN	世界银行同印度正在实施的项目重点就是确保母亲与婴儿对蛋白质和多种营养的需求。	Neutral	0.839014410972595	Yes	NA	Female	Parent
mother	母亲	1995	NEWS	翟景升	M	XIN	今年9月将在北京举行的世界妇女大会上,世界银行将利用这个机会主张增加对发展中国家妇女的卫生健康的投资并进一步促进母亲安全方面的计划。	Positive	0.573453366756439	No	Yes	Female	Parent
mother	妈妈	1995	NEWS	李文浩	M	XIN	国一位33岁、两个孩子的妈妈在不带氧气袋的情况下,从北坡成功地登上了海拔8848米的世界最高峰――珠穆朗玛峰。	Positive	0.915380358695984	No	Yes	Female	Parent
daughter	女儿	1995	NEWS	蔡国胜	M	XIN	原国家主席杨尚昆、国务院副总理邹家华、湖南省省长杨正午等党和国家机关、湖南省、长沙市的党政领导,李富春同志的女儿李特特等亲属,以及当地干部群众数百人参加了落成、开馆仪式。	Positive	0.614139556884766	No	Yes	Female	Child
mother	妈妈	1995	NEWS	骆国骏	M	XIN	于是,“爸爸、妈妈,你们在哪里?”孤儿韩伟、刘振生、李文杰、吴耳、吴佩、方单在“父亲”李大鹏的爱心呵护下,吐露出了深藏已久的心声。	Neutral	0.707582592964172	Yes	NA	Female	Parent
father	父亲	1995	NEWS	骆国骏	M	XIN	于是,“爸爸、妈妈,你们在哪里?”孤儿韩伟、刘振生、李文杰、吴耳、吴佩、方单在“父亲”李大鹏的爱心呵护下,吐露出了深藏已久的心声。	Positive	0.991628527641296	No	Yes	Male	Parent
mother	母亲	1995	NEWS	张淑英	F	XIN	有1920年周恩来在天津领导爱国运动被捕入狱期间的珍贵文件和照片,有周恩来、邓颖超一些从未发表过的早期革命活动照片和他们使用过的皮箱、印章、交纳党费的收据;有邓颖超一直珍藏的她母亲杨振德的手表;还有越南胡志明主席赠给邓颖超的钻石镶边照片,以及邓颖超保存和使用过的许多聘书、证书、出席证、中国人民解放军胸徽等。	Positive	0.981663584709168	No	Yes	Female	Parent
man	男人	1995	NEWS	邹兰	F	XIN	70多岁的赵富仁老泪纵横之后,大喝一声:荣家(脑去月加土)村的男人们要有点骨气。	Negative	0.582426249980927	No	No	Male	Adult
husband	丈夫	1995	NEWS	刘也刚	M	XIN	公告陈述了在种族隔离制度下南非广大黑人妇女所处的悲惨境遇,同时指出,在白人和有色人妇女中也普遍存在收入低、受虐待和遭丈夫殴打等现象。	Negative	0.995468139648438	No	No	Male	Spouse
wife	妻子	1995	NEWS	刘也刚	M	XIN	温妮是曼德拉总统的分居妻子。	Positive	0.828260123729706	No	Yes	Female	Spouse
brother	兄弟	1995	NEWS	魏辅政	M	XIN	金陵饭店在总结自己和学习兄弟单位经验时发现,精神文明建设凡是搞形式主义、走过场、一哄而起的,往往会挫伤群众的积极性和创造力。	Positive	0.786369621753693	No	Yes	Male	Sibling
girl	女孩	1995	NEWS	秦占国	M	XIN	6岁时失去父亲,母亲又精神失常的女孩张滢,克服常人少有的困难,用稚嫩的双肩挑起家庭的重担,并成为品学兼优的好少年。	Negative	0.855859339237213	No	No	Female	Not_Adult
mother	母亲	1995	NEWS	秦占国	M	XIN	6岁时失去父亲,母亲又精神失常的女孩张滢,克服常人少有的困难,用稚嫩的双肩挑起家庭的重担,并成为品学兼优的好少年。	Negative	0.975564479827881	No	No	Female	Parent
father	父亲	1995	NEWS	秦占国	M	XIN	6岁时失去父亲,母亲又精神失常的女孩张滢,克服常人少有的困难,用稚嫩的双肩挑起家庭的重担,并成为品学兼优的好少年。	Negative	0.98873621225357	No	No	Male	Parent
mother	母亲	1995	NEWS	秦占国	M	XIN	在她6岁那年,父亲上夜班时失踪,母亲受刺激得了严重的精神分裂症。	Negative	0.983750760555267	No	No	Female	Parent
father	父亲	1995	NEWS	秦占国	M	XIN	在她6岁那年,父亲上夜班时失踪,母亲受刺激得了严重的精神分裂症。	Negative	0.995246708393097	No	No	Male	Parent
mother	母亲	1995	NEWS	秦占国	M	XIN	从此,无依无靠的张滢凭着母亲病休的120元月工资,开始支撑起破碎的家庭。	Negative	0.708328723907471	No	No	Female	Parent
mother	母亲	1995	NEWS	秦占国	M	XIN	从6岁起,懂事要强的张滢学会了用微薄的收入买米、买菜、做饭,学会了自己省吃俭用给母亲看病、买药。	Positive	0.956908464431763	No	Yes	Female	Parent
mother	母亲	1995	NEWS	秦占国	M	XIN	上学后,她每天坚持早晨四五点钟起床为母亲做饭,然后自己再步行很远的路程上学。	Positive	0.654946446418762	No	Yes	Female	Parent
mother	母亲	1995	NEWS	秦占国	M	XIN	母亲犯病时经常砸东西、打她、撕她的书本。	Negative	0.991325557231903	No	No	Female	Parent
mother	母亲	1995	NEWS	秦占国	M	XIN	小张滢一面照顾生病的母亲,一面刻苦用功学习。	Positive	0.767487943172455	No	Yes	Female	Parent
mother	母亲	1995	NEWS	秦占国	M	XIN	3年多来,她在母亲经常犯病自己不能按时上课的情况下,学习成绩一直名列前茅,并担任了少年大队中队长的职务,多次被评为学校和吉化公司的“三好学生”。	Negative	0.972920954227448	No	No	Female	Parent
son	儿子	1995	NEWS	于磊焰	M	XIN	与汤瑞仁同村的毛迪秋,是湖南成立最早的“韶山党支部”第一任书记毛福轩的儿子。	Positive	0.755077421665192	No	Yes	Male	Child
mother	母亲	1995	NEWS	刘国柱	M	XIN	目前,在闽西北三明地区、闽西龙岩地区和粤东梅州地区的纯客家县和部分非纯客家县的旅游景点,已连成一条旅游专线“客家之旅”,包括泰宁金湖、“客家摇篮”宁化石壁、“客家首府”长汀、连城冠豸山、“客家母亲河”汀江之畔名城上杭、永定土楼和“当代客都”粤东梅州。	Positive	0.969171226024628	No	Yes	Female	Parent
girl	女孩	1995	NEWS	陆成哲	M	XIN	他们对30名6岁至18岁患有眼调节麻痹、轻度和中度近视、正反散光、单眼或双眼的儿童和少年进行了试验,其中有女孩16名、男孩14名;7至10岁的10名,10至12岁的6名,12至14岁的7名,14至18岁的7名。	Neutral	0.981863856315613	Yes	NA	Female	Not_Adult
boy	男孩	1995	NEWS	陆成哲	M	XIN	他们对30名6岁至18岁患有眼调节麻痹、轻度和中度近视、正反散光、单眼或双眼的儿童和少年进行了试验,其中有女孩16名、男孩14名;7至10岁的10名,10至12岁的6名,12至14岁的7名,14至18岁的7名。	Neutral	0.987349212169647	Yes	NA	Male	Not_Adult
brother	兄弟	1995	NEWS	周健伟	M	XIN	过去,围棋在宁夏的群众体育运动中长期处于“小兄弟”的地位,知名度低,参与的人很少。	Neutral	0.755899608135223	Yes	NA	Male	Sibling
wife	妻子	1995	NEWS	徐勇	M	XIN	今晨10时30分,在通过卫星中继与地面之间实况传输和接收电视信号的新闻发布会上,现年51岁的萨加德说,进入太空近85天来,他一直想念家人,因而正期待着能够早日与妻子和3个儿子团聚。	Positive	0.978730380535126	No	Yes	Female	Spouse
son	儿子	1995	NEWS	徐勇	M	XIN	今晨10时30分,在通过卫星中继与地面之间实况传输和接收电视信号的新闻发布会上,现年51岁的萨加德说,进入太空近85天来,他一直想念家人,因而正期待着能够早日与妻子和3个儿子团聚。	Positive	0.88046795129776	No	Yes	Male	Child
man	男人	1995	NEWS	胡光耀	M	XIN	斯里兰卡总统钱德里卡・班达拉奈克・库马拉通加7日在这里接受本社记者专访时说,在过去几十年里,世界妇女在争取同男人享有同等社会地位方面清除了许许多多障碍,取得了巨大成就。	Positive	0.742169916629791	No	Yes	Male	Adult
man	男人	1995	NEWS	胡光耀	M	XIN	她说,南亚的男人们并不反对妇女担任领导人,然而,要解放所有妇女的道路还很漫长。	Positive	0.878649353981018	No	Yes	Male	Adult
wife	妻子	1995	NEWS	刘也刚	M	XIN	温妮是曼德拉总统的妻子,但分居已久。	Positive	0.741441071033478	No	Yes	Female	Spouse
son	儿子	1995	NEWS	陈美凤	F	XIN	他们先后组织全校学生轮流到农村、工厂、部队去,开展“当一天农民儿子”、“当一天工人”、“当一天战士”的实践锻炼活动,让学生接触实际,了解工农群众,增强社会责任感。	Neutral	0.658242166042328	Yes	NA	Male	Child
son	儿子	1995	NEWS	喻广生	M	XIN	参加球赛的还有球王贝利的儿子、巴西桑托斯队守门员埃迪诺・阿兰特斯。	Neutral	0.522467315196991	Yes	NA	Male	Child
father	父亲	1995	NEWS	曾虎	M	XIN	该文指责新加坡出现“王朝政治”,并称李显龙出任副总理是因其父亲李光耀的关系,而不是靠他的才干。	Neutral	0.75681871175766	Yes	NA	Male	Parent
son	儿子	1995	NEWS	曾虎	M	XIN	李光耀在作证时说,鲍林的文章是对他本人品质、地位和名誉的恶毒和粗暴的攻击,严重伤害了他本人和他的儿子;同时也是对新加坡政府的诽谤。	Negative	0.992147505283356	No	No	Male	Child
woman	女人	1995	NEWS	刘志权	M	XIN	湘潭市委、市政府近年把造就女企业家群体,作为干部工作的一项重要内容,建立健全了女企业家培养、考察、推荐、使用等具体工作制度,并成立了妇女人才促进会和妇女人才信息库。	Positive	0.635581910610199	No	Yes	Female	Adult
daughter	女儿	1995	NEWS	黄慧珠	F	XIN	之后交战双方达成协议,就停火和释放妇女儿童问题进行谈判。	Neutral	0.846186399459839	Yes	NA	Female	Child
son	儿子	1995	NEWS	黄慧珠	F	XIN	俄中友好理事、徐悲鸿夫妇的朋友罗满宁教授在贺电中深情地写道:徐悲鸿是中国人民的伟大儿子,苏联人民的可靠朋友,人们将世世代代怀念他。	Positive	0.998821437358856	No	Yes	Male	Child
